Trans. Date,Post Date,Description,Amount,Category
04/02/2022,04/02/2022,"FIVE POINTS LIQUOR VENTURA CA",16.87,"Supermarkets"
04/02/2022,04/02/2022,"SPOTIFY P1AAD40B0F 8777781161 NY",9.99,"Merchandise"
04/02/2022,04/02/2022,"SUN SUSHI SANTA BARBARACA",40.00,"Restaurants"
04/03/2022,04/03/2022,"CHEVRON 0093100 LOS ANGELES CA00093100 0087440 I",2.99,"Gasoline"
04/03/2022,04/03/2022,"HIBACHI PAPI LOS ANGELES CA",25.55,"Restaurants"
04/04/2022,04/04/2022,"AMAZON.COM*1H4W21J30 AMZN.COM/BILLWA5SM8PP0J5CH",70.33,"Merchandise"
04/05/2022,04/05/2022,"HARVARD BUS EDUCATION 617-783-7600 MA3389843",49.90,"Merchandise"
04/05/2022,04/05/2022,"HIMS & HERS HEALTH 8003680038 CA",78.00,"Merchandise"
04/05/2022,04/05/2022,"NAYAX VENDING 1 HUNT VALLEY MD",3.99,"Restaurants"
04/05/2022,04/05/2022,"TST* DAIKOKUYA - SAWTELL LOS ANGELES CA",46.64,"Restaurants"
04/06/2022,04/06/2022,"ACASA TRUCK 8189262975 CA",22.04,"Supermarkets"
04/06/2022,04/06/2022,"POKEMOTTO TARZANA TARZANA CA",15.42,"Restaurants"
04/07/2022,04/07/2022,"AMAZON PRIME*1H61F5E22 AMZN.COM/BILLWA75WQD7HQBHI",8.20,"Merchandise"
04/07/2022,04/07/2022,"AMAZON.COM*1H2UM6T42 AMZN.COM/BILLWA1J36W5KO2TS",23.87,"Merchandise"
04/07/2022,04/07/2022,"AMZN MKTP US*1H35H48C0 AMZN.COM/BILLWA703NIOQNUCF",72.24,"Merchandise"
04/07/2022,04/07/2022,"LA CITY PARKING METER LOS ANGELES CA",1.50,"Services"
04/07/2022,04/07/2022,"THE CARVING BOARD- TARZA TARZANA CA",21.00,"Restaurants"
04/08/2022,04/08/2022,"2BON APPETIT SAN FRANCISCOCA",19.00,"Restaurants"
04/08/2022,04/08/2022,"LYFT *1 RIDE 04-07 855-865-9553 CA",37.99,"Travel/ Entertainment"
04/09/2022,04/09/2022,"LYFT *1 RIDE 04-08 855-865-9553 CA",3.79,"Travel/ Entertainment"
04/10/2022,04/10/2022,"LYFT *2 RIDES 04-09 855-865-9553 CA",13.00,"Travel/ Entertainment"
04/10/2022,04/10/2022,"MSC CNCRS GOLDN GATE PAR SAN FRANCISCOCA",18.75,"Services"
04/10/2022,04/10/2022,"TRADER JOE'S #019 QPS SANFRANCISCO CA",45.33,"Supermarkets"
04/11/2022,04/11/2022,"BCF DONATION UPLIFT BROOKLYNCOMMUNY",0.58,"Services"
04/11/2022,04/11/2022,"ETSY.COM - LANRESTUDIO 844-659-3879 NYETSY.COM - LANRESTUDIO",39.42,"Merchandise"
04/12/2022,04/12/2022,"NAPA FARMS MARKET T2 SAN FRANCISCOCA",11.34,"Restaurants"
04/12/2022,04/12/2022,"UCLA RESTAURANTS LOS ANGELES CA",5.45,"Restaurants"
04/13/2022,04/13/2022,"LYFT *1 RIDE 04-11 855-865-9553 CA",36.93,"Travel/ Entertainment"
04/15/2022,04/15/2022,"AF*ONTRACK ASSET MANA. 866-648-1536 CA",35.00,"Services"
04/15/2022,04/15/2022,"AMAZON.COM*1O5NB2EC1 AMZN.COM/BILLWA2DW2LVOMWNA",29.55,"Merchandise"
04/16/2022,04/16/2022,"LYFT *1 RIDE 04-15 855-865-9553 CA",28.99,"Travel/ Entertainment"
04/16/2022,04/16/2022,"UCLA VENDING SERVICES LOS ANGELES CA",1.50,"Restaurants"
04/17/2022,04/17/2022,"CASHBACK BONUS REDEMPTION PYMT/STMT CRDT",-115.79,"Awards and Rebate Credits"
04/17/2022,04/17/2022,"INTERNET PAYMENT - THANK YOU",-1884.21,"Payments and Credits"
04/20/2022,04/20/2022,"FGTOUTSIDELANDSTIX 512-389-0315 TX",902.85,"Travel/ Entertainment"
04/21/2022,04/21/2022,"ACASA TRUCK 818-926-2975 CA",22.04,"Supermarkets"
04/22/2022,04/22/2022,"BENE CHICKEN CAFE SAN FRANCISCOCA",19.70,"Services"
04/24/2022,04/24/2022,"KITCHEN UNITED MIX 6263893500 CA",7.08,"Supermarkets"
04/24/2022,04/24/2022,"LYFT *1 RIDE 04-22 855-865-9553 CA",18.99,"Travel/ Entertainment"
04/25/2022,04/26/2022,"KITCHEN UNITED MIX 6263893500 CA",1.70,"Supermarkets"
04/25/2022,04/26/2022,"KITCHEN UNITED MIX 6263893500 CA",2.00,"Supermarkets"
04/25/2022,04/26/2022,"KITCHEN UNITED MIX 6263893500 CA",12.94,"Supermarkets"
04/25/2022,04/26/2022,"SP ALO-YOGA 3232487531 CA",109.50,"Merchandise"
04/25/2022,04/26/2022,"STEAM PURCHASE 425-952-2985 WA",35.99,"Travel/ Entertainment"
04/26/2022,04/26/2022,"CHEVRON 0091965 LOS ANGELES CA00091965 6528096 I",8.67,"Gasoline"
04/29/2022,04/29/2022,"CHICK-FIL-A #03196 LOS ANGELES CA",13.72,"Restaurants"
04/29/2022,04/29/2022,"INTERNET PAYMENT - THANK YOU",-2454.91,"Payments and Credits"
04/29/2022,04/29/2022,"UCLA VENDING SERVICES LOS ANGELES CA",2.25,"Restaurants"
04/30/2022,04/30/2022,"PAYPAL *GITHUB INC 402-935-7733 CA",4.00,"Merchandise"
05/01/2022,05/01/2022,"MANCHEGO SANTA MONICA CA",161.00,"Restaurants"
05/01/2022,05/01/2022,"WHOLEFDS TRZ 10282 TARZANA CA",36.31,"Supermarkets"
05/02/2022,05/02/2022,"SPOTIFY P1B3C379E1 8777781161 NY",9.99,"Merchandise"
05/03/2022,05/03/2022,"LYFT *1 RIDE 05-02 855-865-9553 CA",4.82,"Travel/ Entertainment"
05/03/2022,05/03/2022,"STEAM PURCHASE 425-952-2985 WA",2.99,"Travel/ Entertainment"
05/04/2022,05/04/2022,"AMZN MKTP US*1Q1PP3IV2 AMZN.COM/BILLWAHPUTTCHC6MC",15.00,"Merchandise"
05/06/2022,05/06/2022,"ACASA TRUCK 818-926-2975 CA",20.26,"Supermarkets"
05/06/2022,05/06/2022,"LYFT *1 RIDE 05-05 855-865-9553 CA",25.25,"Travel/ Entertainment"
05/06/2022,05/06/2022,"POKEMOTTO TARZANA TARZANA CA",19.83,"Restaurants"
05/07/2022,05/07/2022,"AMAZON PRIME*1303H3T62 AMZN.COM/BILLWA3F6PV3WLNO9",8.20,"Merchandise"
05/07/2022,05/07/2022,"GOODMORNING 6502396947 NY",55.00,"Merchandise"
05/07/2022,05/07/2022,"LEMONADE - GRAND AVE LOS ANGELES CA",44.31,"Restaurants"
05/07/2022,05/07/2022,"LS THE LAST BOOKSTORE 8669321801 CA",17.50,"Merchandise"
05/08/2022,05/08/2022,"IN N OUT BURGER 119 LOS ANGELES CA",12.43,"Restaurants"
05/09/2022,05/09/2022,"RALPHS #0759 LOS ANGELES CA",47.23,"Supermarkets"
05/10/2022,05/10/2022,"AMZN MKTP US*1319S8832 AMZN.COM/BILLWA332RTZP2B9D",7.61,"Merchandise"
05/10/2022,05/10/2022,"AMZN MKTP US*1331R1BO2 AMZN.COM/BILLWA6URR87SE1YX",9.81,"Merchandise"
05/10/2022,05/10/2022,"AMZN MKTP US*1L1D97QP1 AMZN.COM/BILLWA6WJTNFXI8VC",10.99,"Merchandise"
05/10/2022,05/10/2022,"UCLA RESTAURANTS LOS ANGELES CA",9.50,"Restaurants"
05/13/2022,05/13/2022,"POKE ME LOS ANGELES CA",19.06,"Restaurants"
05/13/2022,05/13/2022,"UCLA VENDING SERVICES LOS ANGELES CA",1.50,"Restaurants"
05/15/2022,05/15/2022,"TST* TACOS 1986 WESTWO LOS ANGELES CA00075259007076787258AA",17.21,"Restaurants"
05/17/2022,05/17/2022,"TST* TATSU RAMEN - SAW LOS ANGELES CA00009279007086606642AA",20.44,"Restaurants"
05/17/2022,05/17/2022,"UCLA RESTAURANTS LOS ANGELES CA",9.95,"Restaurants"
05/17/2022,05/17/2022,"UCLA VENDING SERVICES LOS ANGELES CA",2.25,"Restaurants"
05/17/2022,05/17/2022,"UCLA VENDING SERVICES LOS ANGELES CA",2.25,"Restaurants"
05/19/2022,05/19/2022,"URBAN OUTFITTERS #60 LOS ANGELES CA",97.44,"Merchandise"
05/20/2022,05/20/2022,"THE CARVING BOARD- TARZA TARZANA CA",20.00,"Restaurants"
05/21/2022,05/21/2022,"ENCORE EVENT CENTER SAN DIEGO CA",26.40,"Travel/ Entertainment"
05/23/2022,05/23/2022,"LYFT *2 RIDES 05-21 855-865-9553 CA",34.92,"Travel/ Entertainment"
05/24/2022,05/24/2022,"LYFT *1 RIDE 05-23 855-865-9553 CA",2.96,"Travel/ Entertainment"
05/25/2022,05/26/2022,"HUNTSMAN 801-5845800 UT",103.00,"Services"
05/25/2022,05/26/2022,"POKEMOTTO TARZANA TARZANA CA",22.35,"Restaurants"
05/27/2022,05/27/2022,"LYFT *1 RIDE 05-26 855-865-9553 CA",22.08,"Travel/ Entertainment"
05/27/2022,05/27/2022,"SQ *TUSCAN SON LOS ANGELES CA0002305843015714067728",26.77,"Restaurants"
05/28/2022,05/28/2022,"TST* WURSTKCHE - VENIC VENICE CA00043909007225509369AA",29.88,"Restaurants"
05/29/2022,05/29/2022,"TRADER JOE'S #056 QPS ENCINO CA",86.70,"Supermarkets"
05/29/2022,05/29/2022,"VONS #2066 TARZANA CA",18.06,"Supermarkets"
05/30/2022,05/30/2022,"PAYPAL *GITHUB INC 402-935-7733 CA",4.00,"Merchandise"
05/31/2022,05/31/2022,"AMAZON.COM*1X9DF3EK2 AMZN.COM/BILLWA7D4S62GKS5L",25.37,"Merchandise"
06/01/2022,06/01/2022,"SQ *RESTAURANT SELF-SE SAN FRANCISCOCA0001152921511458750885",7.42,"Supermarkets"
06/02/2022,06/02/2022,"SPOTIFY P1BCA93185 8777781161 NY",9.99,"Merchandise"
06/03/2022,06/03/2022,"EJCHONG.COM 5125504844 TX",52.99,"Merchandise"
06/03/2022,06/03/2022,"POKE ME LOS ANGELES CA",23.04,"Restaurants"
06/03/2022,06/03/2022,"SQ *KREATION ORGANIC K LOS ANGELES CA0002305843015755682773",28.67,"Restaurants"
06/04/2022,06/04/2022,"BENNYS TACOS SANTA MONIC SANTA MONICA CA",16.49,"Restaurants"
06/05/2022,06/05/2022,"247SPORTS 888-508-3055 CA",75.18,"Merchandise"
06/07/2022,06/07/2022,"AMAZON PRIME*KM9520OX3 AMZN.COM/BILLWA2SQYEPW5OWG",8.20,"Merchandise"
06/07/2022,06/07/2022,"SWEETGREEN WESTWOOD LOS ANGELES CA00753R",14.18,"Restaurants"
06/08/2022,06/08/2022,"LA CITY PARKING METER LOS ANGELES CA",0.25,"Services"
06/08/2022,06/08/2022,"THE CARVING BOARD- TARZA TARZANA CA",21.00,"Restaurants"
06/09/2022,06/09/2022,"AIRBNB HMWJFKW5TC 855-424-7262 CA",659.52,"Travel/ Entertainment"
06/09/2022,06/09/2022,"AMZN MKTP US*5P1691YO3 AMZN.COM/BILLWA3ZNKLNR02U8",29.21,"Merchandise"
06/09/2022,06/09/2022,"MCDONALD'S F34994 TARZANA CA",10.71,"Restaurants"
06/11/2022,06/11/2022,"CHEVRON 0093100 LOS ANGELES CA00093100 0068296 I",13.07,"Gasoline"
06/11/2022,06/11/2022,"LA CITY PARKING METER LOS ANGELES CA",1.00,"Services"
06/11/2022,06/11/2022,"RALPHS #0656 SAN LUIS OBISCA",15.54,"Supermarkets"
06/11/2022,06/11/2022,"SQ *CHITCHAT COFFEE LOS ANGELES CA0001152921511499052602",19.25,"Restaurants"
06/12/2022,06/12/2022,"COALESCE BOOKSTORE MORRO BAY CA",36.70,"Merchandise"
06/12/2022,06/12/2022,"SQ *THE ROCK ESPRESSO MORRO BAY CA0001152921511502880744",14.11,"Restaurants"
06/14/2022,06/14/2022,"SQ *CAFFE WOOYOO SANTA MONICA CA0001152921511508454074",13.17,"Restaurants"
06/15/2022,06/15/2022,"UNITED AIRLINES 18004214655 TX",128.60,"Travel/ Entertainment"
06/16/2022,06/16/2022,"LYFT *2 RIDES 06-15 855-865-9553 CA",32.00,"Travel/ Entertainment"
06/16/2022,06/16/2022,"SQ *UBATUBA ACAI TARZA TARZANA CA0001152921511517602007",6.75,"Restaurants"
06/16/2022,06/16/2022,"TRADER JOE'S #056 QPS ENCINO CA",59.17,"Supermarkets"
06/16/2022,06/16/2022,"TST* PSY STREET KITCHEN SHERMAN OAKS CA",18.56,"Restaurants"
06/17/2022,06/17/2022,"OUTLAW BARBERSHOP AND SA TARZANA CA",45.00,"Services"
06/17/2022,06/17/2022,"THE CARVING BOARD- TARZA TARZANA CA",20.50,"Restaurants"
06/19/2022,06/19/2022,"IN N OUT BURGER 265 SIGNAL HILL CA",14.33,"Restaurants"
06/19/2022,06/19/2022,"PAYPAL *NINTENDO 402-935-7733 CA",4.99,"Merchandise"
06/20/2022,06/20/2022,"DIRECTPAY FULL BALANCESEE DETAILS OF YOUR NEXT DIRECTPAY BELOW",-792.38,"Payments and Credits"
06/20/2022,06/20/2022,"PAYPAL *COOL SHIRTZ 402-935-7733 CA",49.22,"Merchandise"
06/20/2022,06/20/2022,"SQ *POKE TIKI TARZANA CA0001152921511534871414",25.53,"Restaurants"
06/22/2022,06/22/2022,"ARCO #42444 VAN NUYS CA",31.08,"Gasoline"
06/22/2022,06/22/2022,"THE DOLLY LLAMA SHERMAN SHERMAN OAKS CA",13.59,"Restaurants"
06/23/2022,06/26/2022,"BURBANK AIRPORT FOOD & B BURBANK CA",18.63,"Restaurants"
06/23/2022,06/26/2022,"TRADER JOE'S #019 QPS SANFRANCISCO CA",53.92,"Supermarkets"
06/24/2022,06/26/2022,"LYFT *4 RIDES 06-23 855-865-9553 CA",90.51,"Travel/ Entertainment"
06/25/2022,06/26/2022,"LULULEMON GRANT AVE SAN FRANCISCOCA02557R",102.11,"Merchandise"
06/25/2022,06/26/2022,"RJ MARKET SAN FRANCISCOCA",8.68,"Supermarkets"
06/25/2022,06/26/2022,"TACOREA SAN FRANCISCOCA",16.00,"Restaurants"
06/25/2022,06/26/2022,"TEMPUR PEDIC DIR RESP IN LEXINGTON KY",305.67,"Merchandise"
06/26/2022,06/26/2022,"LYFT *1 RIDE 06-25 855-865-9553 CA",10.30,"Travel/ Entertainment"
06/27/2022,06/27/2022,"LYFT *1 RIDE 06-26 855-865-9553 CA",6.39,"Travel/ Entertainment"
06/27/2022,06/27/2022,"SQ *ACME BREAD COMPANY SAN FRANCISCOCA0001152921511564270055",13.19,"Merchandise"
06/27/2022,06/27/2022,"SQ *EL PORTENO EMPANAD SAN FRANCISCOCA0002305843015880906370",17.84,"Restaurants"
06/27/2022,06/27/2022,"SQ *HUMPHRY SLOCOMBE I SAN FRANCISCOCA0002305843015881011871",8.99,"Restaurants"
06/27/2022,06/27/2022,"SQ *STONEHOUSE OIL & V SAN FRANCISCOCA0001152921511564256618",26.85,"Merchandise"
06/28/2022,06/28/2022,"STEAM PURCHASE 425-952-2985 WA",25.91,"Travel/ Entertainment"
06/28/2022,06/28/2022,"TRADER JOE'S #019 QPS SANFRANCISCO CA",59.72,"Supermarkets"
06/29/2022,06/29/2022,"ALIMENTO SAN FRANCISCOCA",10.55,"Supermarkets"
06/29/2022,06/29/2022,"AMAZON.COM*H99YG42S3 AMZN.COM/BILLWA3N9J797GWIT",6.45,"Merchandise"
06/29/2022,06/29/2022,"CITY LIGHTS BOOKS, INC SAN FRANCISCOCA",71.83,"Merchandise"
06/29/2022,06/29/2022,"LYFT *3 RIDES 06-28 855-865-9553 CA",22.85,"Travel/ Entertainment"
06/29/2022,06/29/2022,"SQ *ITALIAN HOMEMADE C SAN FRANCISCOCA0002305843015891107885",16.53,"Restaurants"
06/30/2022,06/30/2022,"AMZN MKTP US*6M5ST94O3 AMZN.COM/BILLWA1YU805SJDAJ",8.68,"Merchandise"
06/30/2022,06/30/2022,"PAYPAL *GITHUB INC 402-935-7733 CA",4.00,"Merchandise"
07/02/2022,07/02/2022,"LYFT *1 RIDE 07-01 855-865-9553 CA",1.52,"Travel/ Entertainment"
07/02/2022,07/02/2022,"SPOTIFY P1C550F9E9 8777781161 NY",9.99,"Merchandise"
07/02/2022,07/02/2022,"SQ *ALMANAC BEER CO. SAN FRANCISCOCA0001152921511585285644",13.62,"Restaurants"
07/02/2022,07/02/2022,"SQ *FERRY BUILDING SAN FRANCISCOCA0001152921511585186208",14.00,"Supermarkets"
07/02/2022,07/02/2022,"SQ *FERRY PLAZA FARMER SAN FRANCISCOCA0001152921511585225571",33.12,"Supermarkets"
07/02/2022,07/02/2022,"SQ *FERRY PLAZA FARMER SAN MATEO CA0001152921511585174525",6.90,"Merchandise"
07/02/2022,07/02/2022,"SQ *HINODEYA RAMEN DOW GOSQ.COM CA0002305843015902742121",31.00,"Restaurants"
07/02/2022,07/02/2022,"SQ *PROYECTO DIAZ COFF SAN LEANDRO CA0002305843015906716239",4.50,"Supermarkets"
07/02/2022,07/02/2022,"SQ *VOLCANO KIMCHI SAN FRANCISCOCA0001152921511585167136",14.00,"Supermarkets"
07/02/2022,07/02/2022,"SQ *WISE SONS JEWISH D SAN FRANCISCOCA0001152921511584999178",17.49,"Restaurants"
07/03/2022,07/03/2022,"LYFT *2 RIDES 07-02 855-865-9553 CA",1.96,"Travel/ Entertainment"
07/03/2022,07/03/2022,"SAFEWAY #4601 SAN FRANCISCOCA",10.49,"Supermarkets"
07/03/2022,07/03/2022,"SQ *ACME BREAD COMPANY SAN FRANCISCOCA0001152921511590405556",13.19,"Merchandise"
07/03/2022,07/03/2022,"SQ *THE EPICUREAN TRAD SAN FRANCISCOCA0001152921511590367819",17.98,"Supermarkets"
07/04/2022,07/04/2022,"LYFT *2 RIDES 07-03 855-865-9553 CA",1.74,"Travel/ Entertainment"
07/04/2022,07/04/2022,"SAFEWAY #1206 SAN FRANCISCOCA",14.98,"Supermarkets"
07/04/2022,07/04/2022,"TST* PARADA 22 SAN FRANCISCOCA00035229007672940578AA",24.44,"Restaurants"
07/05/2022,07/05/2022,"LYFT *3 RIDES 07-04 855-865-9553 CA",16.27,"Travel/ Entertainment"
07/06/2022,07/06/2022,"LYFT *2 RIDES 07-05 855-865-9553 CA",4.34,"Travel/ Entertainment"
07/06/2022,07/06/2022,"TRADER JOE'S #019 QPS SANFRANCISCO CA",57.92,"Supermarkets"
07/06/2022,07/06/2022,"UNITED AIRLINES 18004214655 TX",151.10,"Travel/ Entertainment"
07/07/2022,07/07/2022,"AMAZON PRIME*ST14K6NL3 AMZN.COM/BILLWA5C9ZZ6R3FF1",8.20,"Merchandise"
07/07/2022,07/07/2022,"HIMS & HERS HEALTH 8003680038 CA",117.00,"Merchandise"
07/07/2022,07/07/2022,"LYFT *2 RIDES 07-06 855-865-9553 CA",3.04,"Travel/ Entertainment"
07/08/2022,07/08/2022,"HUCKLEBERRY BICYCLES SAN FRANCISCOCA",97.75,"Merchandise"
07/08/2022,07/08/2022,"LYFT *2 RIDES 07-07 855-865-9553 CA",4.12,"Travel/ Entertainment"
07/08/2022,07/08/2022,"TRADER JOE'S #078 QPS SANFRANCISCO CA",45.18,"Supermarkets"
07/09/2022,07/09/2022,"LYFT *2 RIDES 07-08 855-865-9553 CA",21.97,"Travel/ Entertainment"
07/09/2022,07/09/2022,"SQ *ACME BREAD COMPANY SAN FRANCISCOCA0001152921511625921755",13.19,"Merchandise"
07/09/2022,07/09/2022,"SQ *FERRY BUILDING SAN FRANCISCOCA0001152921511625972399",14.00,"Supermarkets"
07/09/2022,07/09/2022,"SQ *NUSA LLC - FERRY P SAN FRANCISCOCA0002305843015932349242",16.00,"Merchandise"
07/09/2022,07/09/2022,"SQ *THE EPICUREAN TRAD SAN FRANCISCOCA0002305843015932556435",5.47,"Supermarkets"
07/09/2022,07/09/2022,"TST* EL PORTENO - FERR SAN FRANCISCOCA00008012007724942725AA",19.46,"Restaurants"
07/10/2022,07/10/2022,"KEYMELOCKSMITHS.COM 8883800394 NJ",8.67,"Merchandise"
07/10/2022,07/10/2022,"LYFT *2 RIDES 07-09 855-865-9553 CA",2.18,"Travel/ Entertainment"
07/11/2022,07/11/2022,"LYFT *2 RIDES 07-10 855-865-9553 CA",14.10,"Travel/ Entertainment"
07/12/2022,07/12/2022,"LYFT *1 RIDE 07-11 855-865-9553 CA",2.60,"Travel/ Entertainment"
07/13/2022,07/13/2022,"AMAZON.COM*AP0237N73 AMZN.COM/BILLWA52I93IK7CSO",184.64,"Merchandise"
07/13/2022,07/13/2022,"LYFT *3 RIDES 07-12 855-865-9553 CA",4.77,"Travel/ Entertainment"
07/14/2022,07/14/2022,"LYFT *1 RIDE 07-13 855-865-9553 CA",2.39,"Travel/ Entertainment"
07/14/2022,07/14/2022,"TST* TAHOE TAVERN & GR STATELINE NV00003548007776099547AA",80.00,"Restaurants"
07/16/2022,07/16/2022,"EMPANASH SOUTH LAKE TACA",18.13,"Restaurants"
07/16/2022,07/16/2022,"SONNEYS BBQ SHACK SOUTH LAKE TACA",43.00,"Restaurants"
07/17/2022,07/17/2022,"RNO TIMBER RIDGE 2601139 RENO NV",6.81,"Restaurants"
07/17/2022,07/17/2022,"SAFEWAY #4601 SAN FRANCISCOCA",101.84,"Supermarkets"
07/18/2022,07/18/2022,"LYFT *3 RIDES 07-17 855-865-9553 CA",35.64,"Travel/ Entertainment"
07/19/2022,07/19/2022,"LYFT *2 RIDES 07-18 855-865-9553 CA",3.47,"Travel/ Entertainment"
07/20/2022,07/20/2022,"DIRECTPAY FULL BALANCESEE DETAILS OF YOUR NEXT DIRECTPAY BELOW",-1857.22,"Payments and Credits"
07/20/2022,07/20/2022,"LYFT *2 RIDES 07-19 855-865-9553 CA",4.99,"Travel/ Entertainment"
07/20/2022,07/20/2022,"TRADER JOE'S #019 QPS SANFRANCISCO CA",49.36,"Supermarkets"
07/21/2022,07/21/2022,"LYFT *3 RIDES 07-20 855-865-9553 CA",5.65,"Travel/ Entertainment"
07/22/2022,07/22/2022,"CASHBACK BONUS REDEMPTION PYMT/STMT CRDT",-51.07,"Awards and Rebate Credits"
07/22/2022,07/22/2022,"HELP.HBOMAX.COM 8559426669 NY",14.99,"Merchandise"
07/22/2022,07/22/2022,"INTERNET PAYMENT - THANK YOU",-2193.69,"Payments and Credits"
07/22/2022,07/22/2022,"LYFT *2 RIDES 07-21 855-865-9553 CA",3.26,"Travel/ Entertainment"
07/23/2022,07/23/2022,"LYFT *2 RIDES 07-22 855-865-9553 CA",4.77,"Travel/ Entertainment"
07/23/2022,07/23/2022,"SQ *FERRY BUILDING SAN FRANCISCOCA0001152921511680331181",15.00,"Supermarkets"
07/23/2022,07/23/2022,"SQ *SCIABICA FAMILY OL SAN FRANCISCOCA0002305843016009768862",22.00,"Supermarkets"
07/23/2022,07/23/2022,"SQ *STONEHOUSE OIL & V SAN FRANCISCOCA0001152921511680655834",14.00,"Merchandise"
07/23/2022,07/23/2022,"SQ *VOLCANO KIMCHI SAN FRANCISCOCA0001152921511680317838",7.00,"Supermarkets"
07/23/2022,07/23/2022,"TST* GOTTS ROADSIDE - SAN FRANCISCOCA00024731007898552436AA",4.49,"Restaurants"
07/23/2022,07/23/2022,"TST* OKANE SAN FRANCISCOCA",243.00,"Restaurants"
07/24/2022,07/24/2022,"LYFT *1 RIDE 07-23 855-865-9553 CA",0.87,"Travel/ Entertainment"
07/24/2022,07/24/2022,"SQ *HOT SAUCE AND PANK SAN FRANCISCOCA0001152921511685319524",16.35,"Restaurants"
07/24/2022,07/24/2022,"THE NATURE STOP SAN FRANCISCOCA",40.20,"Supermarkets"
07/25/2022,07/26/2022,"LYFT *1 RIDE 07-24 855-865-9553 CA",6.08,"Travel/ Entertainment"
07/25/2022,07/26/2022,"SQ *ACME BREAD COMPANY SAN FRANCISCOCA0002305843016020337076",15.46,"Merchandise"
07/26/2022,07/26/2022,"LYFT *1 RIDE 07-25 855-865-9553 CA",1.95,"Travel/ Entertainment"
07/27/2022,07/27/2022,"LYFT *1 RIDE 07-26 855-865-9553 CA",2.39,"Travel/ Entertainment"
07/27/2022,07/27/2022,"MIFEN101 MOUNTAIN VIEWCA",50.17,"Restaurants"
07/28/2022,07/28/2022,"LYFT *2 RIDES 07-27 855-865-9553 CA",17.95,"Travel/ Entertainment"
07/30/2022,07/30/2022,"PAYPAL *GITHUB INC 402-935-7733 CA",4.00,"Merchandise"
07/30/2022,07/30/2022,"SQ *DONIGA MARKEGARD SANTA CLARA CA0001152921511710207431",42.75,"Services"
07/30/2022,07/30/2022,"SQ *EUROPA CREPES/TONY SANTA CLARA CA0001152921511709843748",29.06,"Travel/ Entertainment"
07/30/2022,07/30/2022,"SQ *H&H FRESH FISH SUNNYVALE CA0001152921511710070316",27.50,"Supermarkets"
07/31/2022,07/31/2022,"SQ *BLUE BOTTLE COFFEE SAN JOSE CA0001152921511716207944",18.42,"Restaurants"
08/02/2022,08/02/2022,"SPOTIFY P1CE83B4A2 8777781161 NY",9.99,"Merchandise"
08/02/2022,08/02/2022,"SQ *THE AMERICAN GRILL SAN FRANCISCOCA0002305843016062249236",13.75,"Restaurants"
08/03/2022,08/03/2022,"HIMS & HERS HEALTH 8003680038 CA",78.00,"Merchandise"
08/03/2022,08/03/2022,"LYFT *1 RIDE 08-02 855-865-9553 CA",3.04,"Travel/ Entertainment"
08/03/2022,08/03/2022,"SUN AND MOON SAN FRANCISCOCA",25.00,"Restaurants"
08/04/2022,08/04/2022,"AMZN MKTP US*N76X38CW3 AMZN.COM/BILLWAWS8IJJYLQNR",34.71,"Merchandise"
08/04/2022,08/04/2022,"CHUBBY NOODLE NORTH BEAC SAN FRANCISCOCA",40.00,"Restaurants"
08/04/2022,08/04/2022,"HORNBLOWERCRUISES SAN FRANCISCOCA00407R",8.50,"Restaurants"
08/04/2022,08/04/2022,"LYFT *2 RIDES 08-03 855-865-9553 CA",4.55,"Travel/ Entertainment"
08/05/2022,08/05/2022,"LYFT *3 RIDES 08-04 855-865-9553 CA",6.30,"Travel/ Entertainment"
08/05/2022,08/05/2022,"RJ MARKET SAN FRANCISCOCA",3.57,"Supermarkets"
08/05/2022,08/05/2022,"SQ *2021 - OSL PARTNER SAN FRANCISCOCA0001152921511736321170",22.73,"Travel/ Entertainment"
08/05/2022,08/05/2022,"SQ *HOT SAUCE AND PANK SAN FRANCISCOCA0001152921511734747869",13.60,"Restaurants"
08/05/2022,08/05/2022,"SQ *OUTSIDE LANDS MUSI SAN FRANCISCOCA0001152921511737394581",10.86,"Supermarkets"
08/06/2022,08/06/2022,"LYFT *2 RIDES 08-05 855-865-9553 CA",41.02,"Travel/ Entertainment"
08/06/2022,08/06/2022,"SQ *BEACON COFFEE & PA SAN FRANCISCOCA0001152921511739842838",13.97,"Restaurants"
08/06/2022,08/06/2022,"SQ *OSL PARTNERSHIPS, BERKELEY CA0001152921511741737820",17.92,"Travel/ Entertainment"
08/07/2022,08/07/2022,"AMAZON PRIME*M25ZM1O63 AMZN.COM/BILLWA5GC9XUTH56H",8.20,"Merchandise"
08/07/2022,08/07/2022,"LYFT *1 RIDE 08-06 855-865-9553 CA",36.72,"Travel/ Entertainment"
08/07/2022,08/07/2022,"TRADER JOE'S #019 QPS SANFRANCISCO CA",62.45,"Supermarkets"
08/08/2022,08/08/2022,"AMAZON.COM*203M58ZV3 AMZN.COM/BILLWA1QLW5MOUTAQ",40.70,"Merchandise"
08/08/2022,08/08/2022,"LYFT *3 RIDES 08-07 855-865-9553 CA",20.62,"Travel/ Entertainment"
08/09/2022,08/09/2022,"LYFT *2 RIDES 08-08 855-865-9553 CA",5.42,"Travel/ Entertainment"
